Store,Description,Telephone,Hours
/store-directory/swensens/,"Swensen's, a well-known brand in Singapore, evokes memories of enjoyable times shared with loved ones. Since the opening in 1979, Swensen’s has been named ‘Singapore’s Family Restaurant of Choice’ and has since captured the hearts of many with its hospitable, homely ambience and a casual atmosphere. In order to make every Swensen's experience memorable and a value for money, we commit to delight all visitors with top-notch service, excellent cuisine, creative sundaes, desserts, and beverages.

Satisfy your cravings at Swensen's, the Western restaurant with a wide selection of hearty food, sundaes & ice cream cakes! We have sides such as Mozzarella Cheese Sticks, Chicky Cheese Fries and Rodeo Wings! Try signatures like Fish & Chips, Ribeye Steak & Baked Spaghetti Bolognese!

End your meal on a sweet note with Swensen's favourite sundaes like Sticky Chewy Chocolate, Banana Split or ‘Fried Chicken’ Ice cream!

Not only that, but we also have Weekday Student Meal and Healthier Children’s Meal promotions!

Do check out

https://swensens.com.sg/

for more information!",6346 1886,"Monday: 11am - 10:30pm
Tuesday: 11am - 10:30pm
Wednesday: 11am - 10:30pm
Thursday: 11am - 10:30pm
Friday: 11am - 10:30pm
Saturday: 11am - 10:30pm
Sunday: 11am - 10:30pm
"
/store-directory/syoujin/,"Syoujin 匠人 embodies the Japanese high standard of craftsmanship in our service delivery. We integrate the service excellence of the Japanese culture and the wisdom of Traditional Chinese Medicine (TCM) in servicing our guests. Let our highly skilled therapists to specially craft out your needs to relax, revive and rejuvenate your body, soul and mind.",6247 9210,"Monday: 10am - 9pm
Tuesday: 10am - 9pm
Wednesday: 10am - 9pm
Thursday: 10am - 9pm
Friday: 10am - 9pm
Saturday: 10am - 9pm
Sunday: 10am - 9pm
"
/store-directory/taka-jewellery/,"TAKA Jewellery’s extensive range of jewellery items and designs consist of classic diamond solitaires for everyday wear, to coloured gemstones and designer statement pieces for parties or functions. Most recently, the brand launched its 916/999 Gold collection at competitive prices, once again ascertaining its promise in providing value for money jewellery to customers.",64401183,"Monday: 11am - 9:30pm
Tuesday: 11am - 9:30pm
Wednesday: 11am - 9:30pm
Thursday: 11am - 9:30pm
Friday: 11am - 9:30pm
Saturday: 11am - 9:30pm
Sunday: 11am - 9:30pm
"
/store-directory/tanyu/,"TANYU specialises in grilled fish in over 70 major cities in China with more than 300 outlets. Well known for its signature flavour Grilled Fish with Fresh Green Pepper, TANYU first stepped foot in Singapore in 2017 and now has 8 outlets across the island. Catering to the diverse tastes of local Singaporeans, TANYU makes use of a variety of cooking methods and offers 8 kinds of flavours for its grilled fish, such as tingling & spicy, savoury, garlicky, etc.",NIL,"Monday: 11:30am - 10pm
Tuesday: 11:30am - 10pm
Wednesday: 11:30am - 10pm
Thursday: 11:30am - 10pm
Friday: 11:30am - 10pm
Saturday: 11:30am - 10pm
Sunday: 11:30am - 10pm
"
/store-directory/team-salon/,"Established in 1985 by Director Jean Tong, TEAM SALON is a dynamic and esteemed name in the industry, seamlessly weaves the best of colour chemistry, sophisticated cutting techniques, as well as the amazing talent and creativity of its hair artists, to give you new and outstanding styles, showing the world a more beautiful and confident you. Its strong customer base of regulars, along with the good press it has garnered over the years will certainly attest to this.",6440 5506,"Monday: 10:30am - 8:30pm
Tuesday: 10:30am - 8:30pm
Wednesday: 10:30am - 8:30pm
Thursday: 10:30am - 8:30pm
Friday: 10:30am - 8:30pm
Saturday: 10am - 7:30pm
Sunday: 10am - 7pm
"
/store-directory/tech-house/,"Tech House is a one stop shop for phone accessories, ear pieces and other gadgets.",NIL,"Monday: 11am - 9pm
Tuesday: 11am - 9pm
Wednesday: 11am - 9pm
Thursday: 11am - 9pm
Friday: 10:30am - 9pm
Saturday: 10:30am - 9pm
Sunday: 10:30am - 9pm
"
/store-directory/Tenya/,Tenya is Japan’s No.1 Tendon Chain Restaurant. Tenya Singapore endeavours to bring the best dining experience to their customers through the offering of sustainably- sourced premium quality ingredients and impeccable service. The brand exists to bring Japan’s food culture to a whole new standard.,6243 4338,"Monday: 11am - 9pm
Tuesday: 11am - 9pm
Wednesday: 11am - 9pm
Thursday: 11am - 9pm
Friday: 11am - 9pm
Saturday: 11am - 9:30pm
Sunday: 11am - 9:30pm
"
/store-directory/the-body-shop/,"The beauty behind our business. What we do. Why we do it. How we do it. And what makes us different.

We believe there is only one way to beautiful, nature’s way. We’ve believed this for years and still do. We constantly seek out wonderful natural ingredients from all four corners of the globe, and we bring you products bursting with effectiveness to enhance your natural beauty and express your unique personality. And whilst we’re doing this, we always strive to protect this beautiful planet and the people who depend on it. We don’t do it this way because it’s fashionable. We do it because, to us, it’s the only way.",6345 6447,"Monday: 11am - 9:30pm
Tuesday: 11am - 9:30pm
Wednesday: 11am - 9:30pm
Thursday: 11am - 9:30pm
Friday: 11am - 9:30pm
Saturday: 11am - 9:30pm
Sunday: 11am - 9:30pm
"
/store-directory/the-chinese-wedding-shop/,"A brand trusted by many over the past years, known for our vast knowledge and exceptional service, a one-stop station for all your wedding needs.  Come into our store and find out the significance behind all the wedding customs, together with the different practices of different dialect groups in Singapore. From traditional wedding necessities to the latest wedding must-haves, be spoilt for choice with our wide variety of selections available!",6844 9609,"Monday: 11:30am - 9pm
Tuesday: 11:30am - 9pm
Wednesday: 11:30am - 9pm
Thursday: 11:30am - 9pm
Friday: 11:30am - 9pm
Saturday: 11:30am - 9pm
Sunday: 11:30am - 9pm
"
/store-directory/the-coffee-bean-and-tea-leaf/,"Born and brewed in Southern California since 1963,

The Coffee Bean & Tea Leaf®

is the oldest and largest specialty coffee and tea retailer in the United States. Embodying a passion for connecting loyal customers to one another with carefully handcrafted products, the company is known for sourcing and providing the finest ingredients and flavors from around the world. For 50 years,

The Coffee Bean & Tea Leaf®

has demonstrated a passion for product innovation epitomized by

The Original Ice Blended®

beverage. The company has grown to be an international icon and currently has nearly 900 stores in 27 countries. In 2010,

The Coffee Bean & Tea Leaf®

launched the

CBTL®

Single Serve Beverage System that allows consumers to make their favorite espresso, brewed coffee, tea and specialty beverages at home, at the touch of a button. For more information, please visit

www.coffeebean.com.sg

or like us at

facebook.com/coffeebean.sg",6345 0467,"Monday: 8am - 10pm
Tuesday: 8am - 10pm
Wednesday: 8am - 10pm
Thursday: 8am - 10pm
Friday: 8am - 10pm
Saturday: 8am - 10pm
Sunday: 8am - 10pm
"
/store-directory/the-face-shop/,"THEFACESHOP began its foundation from the simple desire to keep skin healthy and beautiful through the use of unique natural ingredients.

Originated from Korea, THEFACESHOP is a leading global beauty retail brand offering over 1,000 quality products for skin care, body care, hair care and make up. THEFACESHOP focuses on using natural ingredients from all over the world to nourish and revitalize your skin. Everything that touches your skin is derived from The Nature to provide healthy skincare solutions that will satisfy the needs of our valued customers. Our products are modeled around the well-being of individuals and are universally affordable to all ages.

As part of our dedication to nature, THEFACESHOP does not allow animal testing on our products and our product containers are recyclable.",97289571,"Monday: 10am - 10pm
Tuesday: 10am - 10pm
Wednesday: 10am - 10pm
Thursday: 10am - 10pm
Friday: 10am - 10pm
Saturday: 10am - 10pm
Sunday: 10am - 10pm
"
/store-directory/the-green-party/,"The Green Party was established in 2017, mainly focusing on trendy affordable wide ranges of fashion and lifestyle accessories which pursue green and nature.

Our Mission is to deliver a trendy, nature, healthy, environmental lifestyle by creating a new one-stop living collection pavilion and a new way of living.",68357338,"Monday: 10:30am - 10pm
Tuesday: 10:30am - 10pm
Wednesday: 10:30am - 10pm
Thursday: 10:30am - 10pm
Friday: 10:30am - 10pm
Saturday: 10:30am - 10pm
Sunday: 10:30am - 10pm
"
/store-directory/the-sense-house/,"The Sense House creates and sells a whole range of aromatic products such as Pure essential oils, Essential solution, Air purifiers, Aroma Diffuser, Air Humidifier, Electric burner & Reed Diffusers sourced from across global using the finest ingredients.",NIL,"Monday: 11am - 9:30pm
Tuesday: 11am - 9:30pm
Wednesday: 11am - 9:30pm
Thursday: 11am - 9:30pm
Friday: 11am - 9:30pm
Saturday: 11am - 9:30pm
Sunday: 11am - 9:30pm
"
/store-directory/the-underground/,Ladies Fashion Apparels,NIL,"Monday: 10:30am - 8:30pm
Tuesday: 10:30am - 8:30pm
Wednesday: 10:30am - 8:30pm
Thursday: 10:30am - 8:30pm
Friday: 10:30am - 8:30pm
Saturday: 10:30am - 8:30pm
Sunday: 10:30am - 8:30pm
"
/store-directory/the-wallet-shop/,"Discover a wide range of backpacks and personal accessories at The Wallet Shop. We carry bellroy, Salad, CROSSING, Victorinox, Pacsafe and many more brands that will leave you spoilt for choices. From elegant and chic to bold and witty designs, there’s one for everyone out there. Don’t be too quick to judge, we are more than just a wallet shop.",6348 1480,"Monday: 11am - 9:30pm
Tuesday: 11am - 9:30pm
Wednesday: 11am - 9:30pm
Thursday: 11am - 9:30pm
Friday: 11am - 9:30pm
Saturday: 11am - 9:30pm
Sunday: 11am - 9:30pm
"
/store-directory/the-whisky-distillery/,"As the only whisky-focused specialist in Singapore, The Whisky Distillery retails a vast range of different whiskies, from single malts and blends, to some of the world’s finest and highly-coveted whiskies. We source our whiskies meticulously from only the best distilleries in Scotland and Japan, including some from closed distilleries, and we are constantly on the search for new spirits with genuine heritage and high quality to our comprehensive selection.

Through our knowledgeable and service-oriented whisky ambassadors who share our passion for this beautiful liquid, sometimes referred to as ‘liquid gold’, The Whisky Distillery seeks to provide an impeccable and personalised drinking experience for our customers with specialised tasting session and private events.",9825 9505,"Monday: 11am - 10pm
Tuesday: 11am - 10pm
Wednesday: 11am - 10pm
Thursday: 11am - 10pm
Friday: 11am - 10pm
Saturday: 11am - 10pm
Sunday: 11am - 10pm
"
/store-directory/tim-hortons/,"At Tim Hortons®, you are always welcome. Founded in Canada in 1964, Tim Hortons is proud to be Canada's favourite coffee house, serving signature lattes, world-famous Iced Capp, donuts, Timbits, and fresh baked goods.",6988 9827,"Monday: 8am - 10pm
Tuesday: 8am - 10pm
Wednesday: 8am - 10pm
Thursday: 8am - 10pm
Friday: 8am - 10pm
Saturday: 8am - 10pm
Sunday: 8am - 10pm
"
/store-directory/times-of-feng-shui/,TOFS offers the best in lifestyle products that magnifies your luck with a curated selection of symbols bringing good fortune.,6348 8816,"Monday: 11am - 8pm
Tuesday: 11am - 8pm
Wednesday: 11am - 8pm
Thursday: 11am - 8pm
Friday: 11am - 8pm
Saturday: 11am - 8pm
Sunday: 11am - 8pm
"
/store-directory/timezone/,"East side, best side!

Raise your hand if you’re Ready for a Rematch at your favourite Timezone Parkway Parade.

Now bigger and better, the 10,000 square feet of space houses over 80 games, so indulge in classic favourites like claw machines and racing games to spanking new additions like Social Bowling.",NIL,"Monday: 11am - 10pm
Tuesday: 11am - 10pm
Wednesday: 11am - 10pm
Thursday: 11am - 10pm
Friday: 11am - 10pm
Saturday: 10am - 10pm
Sunday: 10am - 10pm
"
/store-directory/tori-q/,Tori Q proudly presents our Authentic Yakitori grilled with special formulated 'Tare' (sauce) - winning our customers with the juiciness and freshness.,6887 5795,"Monday: 10:30am - 9pm
Tuesday: 10:30am - 9pm
Wednesday: 10:30am - 9pm
Thursday: 10:30am - 9pm
Friday: 10:30am - 9:30pm
Saturday: 10:30am - 9:30pm
Sunday: 10:30am - 9pm
"
/store-directory/toys-r-us/,"Positioned as ""the Worldwide authority on kids, families and fun"", Toys“R”Us is the largest child-related product specialty chain store in the world. Toys""R""Us believes in providing a happy shopping experience to customers with the biggest selection of toys and baby products priced to oer best value for money.",63481092,"Monday: 10am - 10pm
Tuesday: 10am - 10pm
Wednesday: 10am - 10pm
Thursday: 10am - 10pm
Friday: 10am - 10pm
Saturday: 10am - 10pm
Sunday: 10am - 10pm
"
/store-directory/triumph/,Triumph is the world's trusted lingerie brand with a global presence in more than 120 countries.,NIL,"Monday: 11am - 9:30pm
Tuesday: 11am - 9:30pm
Wednesday: 11am - 9:30pm
Thursday: 11am - 9:30pm
Friday: 11am - 9:30pm
Saturday: 11am - 9:30pm
Sunday: 11am - 9:30pm
"
/store-directory/twelve-cupcakes/,"Twelve cupcakes started out as a humble cupcakery in 2011 and has since grown into a household name, selling cupcakes, cookies and cakes at over 20 outlets islandwide. We serve happy food for happy people! Baked fresh daily, our cupcakes come in a variety of flavours that change from time to time; With classics like Red Velvet coupled with refreshing bakes such as Earl Grey, you'll be spoilt for choice. Plus, all our desserts are MUIS Halal certified.

We deliver islandwide (coming up soon), every day. Be it for birthday parties, weddings, corporate events or any celebration, our desserts will be a decadent experience for you and your guests!",6509 1255,"Monday: 9:45am - 9:45pm
Tuesday: 9:45am - 9:45pm
Wednesday: 9:45am - 9:45pm
Thursday: 9:45am - 9:45pm
Friday: 9:45am - 9:45pm
Saturday: 9:45am - 9:45pm
Sunday: 9:45am - 9:45pm
"
/store-directory/under-armour/,"At Under Armour, the mission is simple: to make all athletes better through passion, design, and the relentless pursuit of innovation. The team works to build the world’s most innovative performance products. Everything they make is designed with the athlete in mind to ensure the very best quality and performance. When you put on an Under Armour product, it’s making you better.",NIL,"Monday: 11am - 9:30pm
Tuesday: 11am - 9:30pm
Wednesday: 11am - 9:30pm
Thursday: 11am - 9:30pm
Friday: 11am - 9:30pm
Saturday: 11am - 9:30pm
Sunday: 11am - 9:30pm
"
/store-directory/uniqlo/,"About UNIQLO LifeWear

Apparel that comes from the Japanese values of simplicity, quality and longevity. Designed to be of the time and for the time, LifeWear is made with such modern elegance that it becomes the building blocks of each individual’s style. A perfect shirt that is always being made more perfect. The simplest design hiding the most thoughtful and modern details. The best in fit and fabric made to be affordable and accessible to all. LifeWear is clothing that is constantly being innovated, bringing more warmth, more lightness, better design, and better comfort to people’s lives.",6285 4088,"Monday: 11am - 10pm
Tuesday: 11am - 10pm
Wednesday: 11am - 10pm
Thursday: 11am - 10pm
Friday: 11am - 10pm
Saturday: 10am - 10pm
Sunday: 10am - 10pm
"
/store-directory/uob/,"UOB

At UOB, we provide our customers with the right solutions to help them achieve their financial goals. We focus on establishing and deepening relationships with our customers throughout their life and business stages.

UOB Wealth Banking Centre

As a UOB Wealth Banking customer, you can enjoy exclusive privileges, including wealth advisory from a dedicated Relationship Manager, banking at our Wealth Banking Centres, priority queues at our branches islandwide, birthday treats, dining and retail offers and promotions throughout the year and much more.",1800 222 2121 (UOB)/ 1800 222 1881 (UOB Wealth Banking Centre),"Monday: 10:30am - 6pm
Tuesday: 10:30am - 6pm
Wednesday: 10:30am - 6pm
Thursday: 10:30am - 6pm
Friday: 10:30am - 6pm
Saturday: 10:30am - 4:30pm
Sunday: Closed
"
/store-directory/uob-privilege-banking-centre/,"The best wealth advice is always built around all that is unique to you. Like the people and pursuits closest to your heart: your family, your retirement, your passions and aspirations in life. What about your life experiences and circumstances that inspire your wealth goals and shape your risk attitudes?

To offer advice that is relevant, personal and goal-oriented, we need to appreciate what motivates and influences you. All of these guide the financial advice we offer you. Because we understand the bigger purpose behind growing your wealth – to provide for everyone and everything that matters to you.",1800 222 9889 ,"Monday: 9:30am - 5pm
Tuesday: 9:30am - 5pm
Wednesday: 9:30am - 5pm
Thursday: 9:30am - 5pm
Friday: 9:30am - 5pm
Saturday: 9:30am - 12:30pm
Sunday: Closed
"
/store-directory/utopia/,"Fusing contemporary, high fashion styles with traditional fabrics and handiwork, Utopia aspires to spread the Asian culture, with modern interpretation.",6344 3546,"Monday: 11am - 8pm
Tuesday: 11am - 8pm
Wednesday: 11am - 8pm
Thursday: 11am - 8pm
Friday: 11am - 9pm
Saturday: 11am - 9pm
Sunday: 11am - 8pm
"
/store-directory/valaiss/,"VÄLAÍSS Cosmetics keeps fighting natural aging, pursuing timeless beauty through the combination of the Alpine Rose extract and the Swiss Apple stem cells - winner of the European. Innovation “Best Active Ingredient” for best results in fighting natural aging and protecting the skin. For hundreds of thousands of years, plants of the Alps have evolved and adapted to withstand extreme climatic conditions. VÄLAÍSS Cosmetics infuses these key ingredients with Saffron components, also referred to as “Red Gold”, which create radiant and smooth skin. Saffron is a natural resource that inhibits aging effects without any surgical procedures, and fights blemishes, uneven skin tone and acne.",6440 0450,"Monday: 11am - 8pm
Tuesday: 11am - 8pm
Wednesday: 11am - 8pm
Thursday: 11am - 8pm
Friday: 11am - 8pm
Saturday: 11am - 8pm
Sunday: 11am - 8pm
"
/store-directory/venchi/,"With more than 145 years' worth of history, Venchi brings the Italian way of life and delicious flavors to every corner of the earth. Over the years, Venchi has gained international recognition for its commitment to craftsmanship and quality. Enjoy an assortment of Italian-made chocolates and gelato at Venchi.",NIL,"Monday: 11am - 10pm
Tuesday: 11am - 10pm
Wednesday: 11am - 10pm
Thursday: 11am - 10pm
Friday: 11am - 10pm
Saturday: 11am - 10pm
Sunday: 11am - 10pm
"
/store-directory/venus-beauty/,"Discover Venus Beauty – your budget-friendly haven for beauty and household essentials. Shop quality skincare, haircare, and cleaning products at unbeatable prices. Elevate your routine without breaking the bank. Visit us for affordable excellence today!",NIL,"Monday: 10am - 10pm
Tuesday: 10am - 10pm
Wednesday: 10am - 10pm
Thursday: 10am - 10pm
Friday: 10am - 10pm
Saturday: 10am - 10pm
Sunday: 10am - 10pm
"
/store-directory/vitakids/,"For more than a decade, VitaKids has been a favourite one-stop shop for health-conscious families in Southeast Asia and beyond. With products that are well-loved and safe, families can stay healthy together and children receive the best help they can get to build a healthy foundation for their future.

Trusted brands of health supplements and natural remedies, great-tasting natural and organic food and beverage, gentle personal care products, natural and eco-friendly home care products.",6344 0161,"Monday: 10:30am - 9pm
Tuesday: 10:30am - 9pm
Wednesday: 10:30am - 9pm
Thursday: 10:30am - 9pm
Friday: 10:30am - 9pm
Saturday: 10:30am - 9pm
Sunday: 10:30am - 9pm
"
/store-directory/Wacoal/,"Wacoal is Japan’s leading creator of intimate apparel for women. Our goal has always been to contribute to the society by helping women everywhere become more beautiful.

Ever since the company started operations, we have been working to assist women in realizing their dreams of looking good. Wacoal is proud to have helped the world’s women live more confident and self-assured lives. We keep on invest on research and conduct studies to understand the needs of women with the support of our Human Science laboratory with 40 years of history, in return create most suitable products to enhance woman beauty.",NIL,"Monday: 11am - 9pm
Tuesday: 11am - 9pm
Wednesday: 11am - 9pm
Thursday: 11am - 9pm
Friday: 11am - 9pm
Saturday: 11am - 9pm
Sunday: 11am - 9pm
"
/store-directory/wan-yang-health-products-and-foot-reflexology/,"Come visit our outlet at #03-09/10 to enjoy a session of relaxing Foot Reflexology & Back and Shoulder massage , to relieve your stress and be healthier and happier.",6342 0369,"Monday: 10am - 10pm
Tuesday: 10am - 10pm
Wednesday: 10am - 10pm
Thursday: 10am - 10pm
Friday: 10am - 10pm
Saturday: 10am - 10pm
Sunday: 10am - 10pm
"
/store-directory/watsons/,"Watsons is Singapore’s leading beauty and health retailer more than 100 stores located islandwide. Aligned with its philosophy of bringing ‘more’ to customers’ lives, Watsons strives to bring the best in beauty and health products to consumers at affordable prices. A strong advocate of preventive care, Watsons has also enhanced its health platform with 36 pharmacies located within its key stores, offering services such as medication dispensing and review, health screening packages and counseling on smoking cessation and minor ailments.",6440 5213,"Monday: 9:30am - 10pm
Tuesday: 9:30am - 10pm
Wednesday: 9:30am - 10pm
Thursday: 9:30am - 10pm
Friday: 9:30am - 10pm
Saturday: 9:30am - 10pm
Sunday: 9:30am - 10pm
"
/store-directory/whittard-of-chelsea/,"A quintessentially British Brand with a long standing over 130 years heritage, first established in 1886, Whittard of Chelsea have been masters in the art of tea, coffee and cocoa for well over a century.",NIL,"Monday: 10:30am - 9:30pm
Tuesday: 10:30am - 9:30pm
Wednesday: 10:30am - 9:30pm
Thursday: 10:30am - 9:30pm
Friday: 10:30am - 9:30pm
Saturday: 10:30am - 9:30pm
Sunday: 10:30am - 9:30pm
"
/store-directory/winter-time/,"We provide a wide range of quality winter apparel and service clients worldwide as an apparel specialist.

Winter Time provides and caters the needs for all customers, be it household or working executives.",6348 6755,"Monday: 11am - 9:30pm
Tuesday: 11am - 9:30pm
Wednesday: 11am - 9:30pm
Thursday: 11am - 9:30pm
Friday: 11am - 9:30pm
Saturday: 11am - 9:30pm
Sunday: 11am - 9:30pm
"
/store-directory/WJL/,"When you integrate self-care intentionally into your daily routine, you naturally thrive from within. That is the essence of local wellness brand WJL, which curates a diverse selection of products, from wild-harvested ginseng and everyday herbs to convenient health foods and lifestyle wellness products.

With a strong history rooted in premium oriental herbs since 1947, WJL is committed to providing high-quality wellness products to support you through every season of life, nurtured by nature's goodness.",6282 7698,"Monday: 10am - 10pm
Tuesday: 10am - 10pm
Wednesday: 10am - 10pm
Thursday: 10am - 10pm
Friday: 10am - 10pm
Saturday: 10am - 10pm
Sunday: 10am - 10pm
"
/store-directory/wok-hey/,"Masters of stir fry. A modern, fast-casual, convenient take-out concept. We offer tasty, nutritional, value-for-money, customizable fry-to-order rice and noodle wok dishes.",NIL,"Monday: 10:30am - 10pm
Tuesday: 10:30am - 10pm
Wednesday: 10:30am - 10pm
Thursday: 10:30am - 10pm
Friday: 10:30am - 10pm
Saturday: 10:30am - 10pm
Sunday: 10:30am - 10pm
"
/store-directory/wow-lets-party/,"Your One-Stop Party Supplies Store with the widest range of piñatas, party balloons, decoration services, party favors you need for your party at fantastic prices. You will enjoy a fuss-free & happy shopping experience in our stores. Whether it's a birthday, full month celebration, wedding or any kind of celebration, you will find something that make your party an unforgettable event for all your guests to enjoy.",NIL,"Monday: 11am - 8pm
Tuesday: 11am - 8pm
Wednesday: 11am - 8pm
Thursday: 11am - 8pm
Friday: 11am - 8pm
Saturday: 11am - 8pm
Sunday: 11am - 8pm
"
/store-directory/XiaoMi-Store/,Lifestyle and mobile devices,NIL,"Monday: 11am - 9pm
Tuesday: 11am - 9pm
Wednesday: 11am - 9pm
Thursday: 11am - 9pm
Friday: 11am - 9pm
Saturday: 11am - 9pm
Sunday: 11am - 9pm
"
/store-directory/ya-kun-cafe/,"From its humble beginnings as a modest coffee stall in the 1940s, the name of Ya Kun has become synonymous with unparalleled kaya toast and irresistibly fragrant coffee and tea. With its kaya recipe handed down by generations, Ya Kun uses only the best ingredients for its signature kaya bread toasted to a crisp over a traditional grill. Today, Ya Kun continues to attract and delight fans with its Family Café dining concept at Parkway Parade, serving a range of Asian Signature dishes such as Laksa and Nasi Lemak Istimewa.",6345 5322,"Monday: 7am - 8pm
Tuesday: 7am - 8pm
Wednesday: 7am - 8pm
Thursday: 7am - 8pm
Friday: 7am - 10pm
Saturday: 7am - 10pm
Sunday: 7am - 8pm
"
/store-directory/yakadir/,"We Yakadir Pte Ltd have established our business in 1981. We have been in the money changing business for nearly 3 decades. We are one of the leading money changing and remittance houses in Singaporee fully authorised and licensed by Monetary Authority of Singapore. Our remittance license is R/A: 01319 and money changing license is M/C No: 005285. We are authorise to deal with all banks and financial institutions all over the world as per the MAS rules and regulations. We have local and overseas clients, who use our services. We provide global outward money transfer.",6344 9652,"Monday: 10am - 7:30pm
Tuesday: 10am - 7:30pm
Wednesday: 10am - 7:30pm
Thursday: 10am - 7:30pm
Friday: 10am - 7:30pm
Saturday: 10am - 7:30pm
Sunday: 10am - 7:30pm
"
/store-directory/yakiniku-go/,"Yakiniku-GO offers a quick, fuss-free and smoke-free grilling experience. Tuck into a wide selection of beef cuts, chicken and seafood, sizzle your meat just the way you like it and dip it in our house-special sauces!",NIL,"Monday: 11:30am - 10pm
Tuesday: 11:30am - 10pm
Wednesday: 11:30am - 10pm
Thursday: 11:30am - 10pm
Friday: 11:30am - 10pm
Saturday: 11am - 10pm
Sunday: 11am - 10pm
"
/store-directory/yale-smart-shop/,"At 180 years strong, Yale is a leading home security brand that protects the people, places, and things we love most. We offer innovative smart safes and smart locks at our Yale Smart Stores.",8908 7317,"Monday: 11:30am - 9pm
Tuesday: 11:30am - 9pm
Wednesday: 11:30am - 9pm
Thursday: 11:30am - 9pm
Friday: 11:30am - 9pm
Saturday: 11:30am - 9pm
Sunday: 11:30am - 9pm
"
/store-directory/yong-how-time/,"We sell a variety of watches, wall clocks, alarm clocks, etc. We also have the expertise to provide servicing to your watches for e.g. replacement of batteries, straps, repair, etc.",6440 6319,"Monday: 11am - 9pm
Tuesday: 11am - 9pm
Wednesday: 11am - 9pm
Thursday: 11am - 9pm
Friday: 11am - 9pm
Saturday: 11am - 9pm
Sunday: 11am - 9pm
"
/store-directory/yuen-loong-watch-store/,More than 50 years in watch retail. Award 2012 Asia Pacific Brands Award & 2012/2013 Singapore Brands.,6447 3194,"Monday: 10:30am - 9pm
Tuesday: 10:30am - 9pm
Wednesday: 10:30am - 9pm
Thursday: 10:30am - 9pm
Friday: 10:30am - 9pm
Saturday: 10:30am - 9pm
Sunday: 10:30am - 9pm
"
/store-directory/zest-clinic/,"Zest Clinic believes that optimal health is the cornerstone of longevity and a fulfilling life. Guided by this principle, Zest Clinic serves as a sanctuary where medical science and aesthetics converge, offering cutting-edge treatments and personalised care to help individuals achieve their best selves.

From advanced skincare solutions to transformative non-surgical procedures such as Lasers, Zest Clinic offers technologies that enable an all-round experience for those who seek to enhance their well-being and Aesthetics.",9176 9378,"Monday: 10am - 1pm
2pm - 8pm
Tuesday: 10am - 1pm
2pm - 8pm
Wednesday: 10am - 1pm
2pm - 8pm
Thursday: 10am - 1pm
2pm - 8pm
Friday: 10am - 1pm
2pm - 8pm
Saturday: 10am - 1pm
2pm - 8pm
Sunday: Closed
"
/store-directory/Zhang-Liang-Mala-Tang/,Chinese Cuisine,NIL,"Monday: 11am - 10pm
Tuesday: 11am - 10pm
Wednesday: 11am - 10pm
Thursday: 11am - 10pm
Friday: 11am - 10pm
Saturday: 11am - 10pm
Sunday: 11am - 10pm
"
/store-directory/ztp/,ZTP is one of the health food retail chains offering traditional Chinese medicine (TCM) in Singapore today.,6022 1738,"Monday: 10:30am - 9:30pm
Tuesday: 10:30am - 9:30pm
Wednesday: 10:30am - 9:30pm
Thursday: 10:30am - 9:30pm
Friday: 10:30am - 9:30pm
Saturday: 10:30am - 9:30pm
Sunday: 10:30am - 9:30pm
"
